id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
2456;Quirino Inocencio Costa Toledo;M;27 de enero de 1999;Comas;14/03/2021;Oro
2457;Rico Pizarro Roma;M;2002-09-13;Comas;26 de marzo de 2023;Bronce
2458;Purificación Marín Corominas;F;25 de diciembre de 2007;Miraflores;20 de noviembre de 2023;Oro
2459;Prudencio Echevarría-Jimenez;M;26/08/1985;San Miguel;07/05/2022;Bronce
2460;Jesús Maza;M;1970-12-18;Comas;14/09/2022;Oro
2461;Elodia del Terrón;F;11/02/2003;Pueblo Libre;2024-11-30;Plata
2462;Eva Cerezo Soria;F;1997-06-10;San Isidro;2024-02-27;Bronce
2463;Calixta Falcó Acosta;F;18/06/1968;Ate;2025-11-02;Bronce
2464;Tere Valle Perelló;F;1991-01-23;Barranco;2024-12-23;Platino
2465;Graciela del Prat;F;1996-08-02;Santiago de Surco;14 de febrero de 2024;Oro
2466;Gregorio Tovar Mena;M;23/11/1996;Chorrillos;2022-12-20;Plata
2467;Andrés Felipe Hernando Arias Casanova;M;22/05/1967;San Isidro;15 de diciembre de 2021;Bronce
2468;Lorenzo Cámara;M;1955-08-16;Villa El Salvador;20/11/2025;Bronce
2469;Rico Rubio Jara;M;1975-01-29;;03/08/2022;Bronce
2470;Liliana Torres Pedrosa;F;1980-04-08;Chorrillos;2024-05-04;Bronce
2471;Máximo Pol Rodrigo;M;1987-10-05;Barranco;2021-05-10;Plata
2472;Daniela Tejedor Aramburu;F;2002-07-24;Barranco;03/06/2021;Oro
2473;Melania Anaya Coloma;F;19/09/2002;Miraflores;16/07/2025;Plata
2474;María Del Carmen Sarabia Colom;F;1970-08-21;Villa El Salvador;30 de agosto de 2024;Bronce
2475;Delia Cuéllar Alberola;F;14/08/1979;Los Olivos;2021-05-14;Plata
2476;Regina Bru Planas;F;1970-11-14;Magdalena;18/02/2022;Platino
2477;Patricio Bernat;M;26/04/1964;Santiago de Surco;10/12/2024;Plata
2478;Yéssica Fabregat-Rocha;F;1970-12-13;Surco;20 de diciembre de 2023;Plata
2479;Severino Roldán Iriarte;M;1984-04-29;San Juan de Lurigancho;12/03/2025;Platino
2480;Leyre Piñeiro Mena;F;27/07/1984;Santiago de Surco;2023-07-07;Oro
2481;Renato Borrell;M;15 de junio de 1961;Barranco;2023-09-27;Bronce
2482;Mercedes Ocaña Clavero;F;17/01/1990;Ate;12 de marzo de 2023;Bronce
2483;Pilar Gallego Puig;F;06/05/1979;Barranco;2023-04-30;Platino
2484;Abraham Diéguez Téllez;M;1957-11-21;Villa El Salvador;2022-03-02;Plata
2485;Atilio Becerra Rios;M;24 de junio de 1987;Los Olivos;2021-05-17;Bronce
2486;Hilda Maldonado-Rosa;F;19/07/1982;Villa El Salvador;19 de septiembre de 2023;Plata
2487;Chus Perera Estrada;M;05/10/1961;;08/06/2023;Plata
2488;Chita Torrecilla Espada;F;1958-11-09;San Isidro;27/09/2025;Platino
2489;Aura Sanjuan-Garcia;F;13/01/1993;San Juan de Lurigancho;25/05/2023;Bronce
2490;Cornelio Barral España;M;1986-10-08;Chorrillos;6 de junio de 2023;Plata
2491;Efraín Rebollo Saez;M;17 de agosto de 1958;Villa María del Triunfo;2023-10-21;Oro
2492;Baltasar Toño Delgado Bernal;M;01/05/1990;;01/12/2022;Bronce
2493;Anselma Pina Casanovas;F;12/04/1968;San Isidro;16/05/2025;Bronce
2494;Amílcar Nogués Andreu;M;1982-01-01;Comas;2021-10-09;Platino
2495;Custodia Judith Toro Cabrero;F;1996-11-03;Chorrillos;22/01/2022;Plata
2496;Ana Larrañaga Aguilar;F;1989-05-27;Lince;2025-09-28;Plata
2497;Rosa Alondra Caballero Galván;F;1963-09-30;Chorrillos;20/02/2021;Plata
2498;Rosa María Aguilar-Peña;F;20 de julio de 2007;Santiago de Surco;2025-10-10;Bronce
2499;Loreto Pía Larrañaga Torre;F;08/12/1989;San Miguel;11/01/2022;Platino
2500;Reyes del Román;M;21 de abril de 1966;Ate;2025-08-30;Bronce
2501;Flora Novoa Miró;F;1969-02-16;Jesús María;24/04/2024;Bronce
2502;Fernanda Pujadas Pinedo;F;18 de junio de 1981;;2023-12-17;Bronce
2503;Amparo Felipa Murillo Cabrera;F;1958-02-24;San Juan de Lurigancho;2023-12-25;Bronce
2504;Jessica Querol Chamorro;F;29 de marzo de 1962;Los Olivos;3 de julio de 2025;Oro
2505;Marcial Casado Losa;M;27 de junio de 1956;Santiago de Surco;2022-10-19;Oro
2506;Gerónimo Sans Talavera;M;18/12/1988;;2023-05-31;Platino
2507;Haydée Expósito-Acero;F;1964-01-04;Miraflores;2023-05-30;Bronce
2508;Adán Palomino Arroyo;M;1966-02-20;Santiago de Surco;23/10/2023;Plata
2509;Nidia Saldaña Guillen;F;1982-07-03;San Isidro;2024-05-21;Plata
2510;Julieta Gloria Bertrán Olivé;F;25/04/1962;Magdalena;15/06/2024;Oro
2511;Jordán Cabrera;M;19/08/1979;Ate;2022-05-03;Plata
2512;Emilia Ferrero;F;28/05/1999;Pueblo Libre;06/06/2022;Bronce
2513;Trinidad Viña Vargas;M;1993-03-14;Miraflores;27/02/2024;Bronce
2514;Belen Valenciano Bonet;F;1970-08-26;San Borja;2022-04-10;Bronce
2515;Serafina Solera Diéguez;F;1993-07-08;Magdalena;19 de enero de 2022;Plata
2516;Azahar del Hernando;F;25/08/2001;Barranco;2025-03-13;Platino
2517;Curro Donaire Borrás;M;25 de agosto de 1993;;2025-03-19;Bronce
2518;Isaac Andres Cueto;M;1998-07-17;Comas;2021-06-12;Bronce
2519;Yaiza Pla Lozano;F;21 de diciembre de 1967;Santiago de Surco;2023-09-06;Bronce
2520;Pacífica Jiménez Tamayo;F;29 de julio de 2003;;2024-06-19;Oro
2521;Natalia Cerdán Téllez;F;17 de agosto de 1961;San Isidro;2024-03-26;Bronce
2522;Rómulo Méndez Goicoechea;M;1989-01-27;Surco;7 de febrero de 2021;Bronce
2523;Rodolfo Óscar Barón Novoa;M;2000-11-11;Jesús María;2022-12-31;Bronce
2524;Xavier Pizarro;M;1998-06-01;Ate;22/06/2024;Plata
2525;Tatiana Rueda-Guijarro;F;09/02/1985;La Molina;15/11/2021;Plata
2526;Efraín Carlos Manso;M;1 de septiembre de 2003;Villa María del Triunfo;2024-07-28;Plata
2527;Basilio Borrell Nieto;M;2007-05-20;Chorrillos;2022-03-10;Bronce
2528;Cecilia Petrona Carmona Pedro;F;1973-05-13;Pueblo Libre;20/08/2023;Plata
2529;Teodosio Millán Pinto;M;1991-11-15;Villa María del Triunfo;2025-08-11;Bronce
2530;Paz Abigaíl Mercader Barrio;F;1973-02-06;Surco;2024-08-07;Bronce
2531;Lupe Celestina Pons Roda;F;1982-12-02;San Miguel;05/04/2021;Plata
2532;Regina Patiño Cases;F;01/02/1988;Villa El Salvador;22/10/2024;Bronce
2533;Natanael Girona-Campillo;M;1969-02-26;Lince;2021-02-02;Plata
2534;Adalberto Serna;M;5 de agosto de 1977;Chorrillos;10/07/2023;Bronce
2535;Blanca Martin Gilabert;F;1985-08-24;San Isidro;26 de octubre de 2024;Bronce
2536;Nieves del Colom;F;26/10/2006;Los Olivos;2022-04-25;Oro
2537;Elodia Blanca Aramburu Montero;F;1973-05-26;Villa El Salvador;2024-08-02;Plata
2538;José Casal Llanos;M;1964-06-10;San Borja;15 de junio de 2024;Plata
2539;Judith Melania Garriga Uría;F;27 de mayo de 1965;Lince;2021-02-19;Oro
2540;Ofelia Peñas Barral;F;21 de octubre de 1969;Callao;12 de febrero de 2022;Plata
2541;Calista Galvez Gomila;F;09/04/1970;Chorrillos;4 de septiembre de 2022;Oro
2542;Ámbar Escamilla Torrent;F;16/07/2002;Surco;2024-01-03;Plata
2543;Emperatriz Cuervo;F;03/12/1965;Chorrillos;15/07/2021;Bronce
2544;Maite Poza Nebot;F;01/03/1965;San Borja;12 de febrero de 2024;Bronce
2545;Norberto Sáenz;M;1966-07-05;;15/04/2025;Plata
2546;Reyes Posada Portillo;M;2003-12-25;Santiago de Surco;2024-02-09;Bronce
2547;Juan Luis Luna Lumbreras;M;13 de febrero de 1990;San Borja;2021-03-26;Bronce
2548;Pancho Prada Cabanillas;M;03/09/1956;Surco;9 de agosto de 2021;Bronce
2549;Felix Balaguer Mateu;M;20/09/1998;Pueblo Libre;2024-03-09;Bronce
2550;Nacio de Cervantes;M;1962-09-30;Pueblo Libre;11/09/2022;Bronce
2551;Pablo del Manuel;M;2006-11-11;Lince;2021-01-14;Bronce
2552;Cruz Gibert Ferrán;M;10/11/1996;Miraflores;2021-07-30;Bronce
2553;Fidela Cal Coloma;F;26/05/1975;Barranco;02/10/2024;Bronce
2554;Inmaculada Diéguez;F;1972-10-17;Pueblo Libre;17/12/2022;Plata
2555;Atilio Pagès Sáez;M;01/01/1966;Comas;2021-10-08;Bronce
2556;Amaya Carpio Villalba;F;1979-01-29;Callao;2024-08-07;Oro
2557;Martina Roura Comas;F;25 de agosto de 1993;Santiago de Surco;2025-03-25;Oro
2558;Donato Aragón;M;21/02/2001;Villa El Salvador;2021-10-19;Plata
2559;Dionisio Puente Torres;M;2005-12-02;Jesús María;9 de septiembre de 2023;Plata
2560;Noemí Duque Perez;F;17 de enero de 1994;La Molina;2024-08-07;Bronce
2561;Reyes Silva Piña;F;1966-01-09;San Isidro;17/06/2021;Bronce
2562;Melania Salgado Pedrero;F;04/05/2004;;2023-12-14;Oro
2563;Benito Carnero Blanch;M;11/10/2000;Callao;24/06/2025;Bronce
2564;Jose Ignacio Vergara Gomila;M;2002-02-28;;29/09/2024;Platino
2565;Lázaro Tena Llanos;M;27/06/1998;Comas;2025-11-13;Plata
2566;Régulo Escrivá Plana;M;21 de enero de 1968;Magdalena;2021-07-12;Bronce
2567;Mohamed del Martín;M;7 de septiembre de 1967;Comas;6 de marzo de 2024;Plata
2568;Bernardino Augusto Morell Bartolomé;M;28 de junio de 2005;Chorrillos;2022-02-05;Plata
2569;Catalina Ramirez-Aller;F;7 de agosto de 1979;Los Olivos;2022-07-11;Bronce
2570;Manu Torres;F;2 de febrero de 1983;San Juan de Lurigancho;06/03/2023;Bronce
2571;Juan Antonio Casanova Galan;M;1 de junio de 1959;Ate;28 de julio de 2023;Plata
2572;Carolina Escolano Adadia;F;1981-03-08;;22/08/2021;Plata
2573;Jacinto Miralles-Casado;M;25/12/1967;San Isidro;2022-10-12;Bronce
2574;Bernardo Fábregas Cuéllar;M;29/07/1997;La Molina;2023-02-02;Bronce
2575;Lisandro Jerez Arana;M;30/06/1978;Callao;12 de octubre de 2023;Oro
2576;Beatriz Velasco Martín;F;21/11/1969;Pueblo Libre;14/08/2023;Plata
2577;Macaria Duarte Rocha;F;23 de octubre de 1980;San Miguel;2024-10-06;Plata
2578;Diana Mas Arteaga;F;4 de marzo de 2000;La Molina;2025-10-29;Platino
2579;Víctor Marcos-Salgado;M;1958-11-18;Santiago de Surco;05/04/2023;Bronce
2580;Maricruz Trujillo Milla;F;14 de enero de 1982;Pueblo Libre;25/06/2021;Plata
2581;Xavier Ortuño-Vicens;M;1972-01-04;Comas;12/03/2024;Oro
2582;Noemí Cabeza Arribas;F;1998-10-07;San Juan de Lurigancho;01/04/2023;Oro
2583;Alicia Fabra Cifuentes;F;29 de agosto de 2004;Los Olivos;10/02/2024;Bronce
2584;Tiburcio Garrido Cañete;M;9 de febrero de 1988;San Juan de Lurigancho;27/10/2022;Bronce
2585;Mamen Concepción Palomar Lobato;F;1972-03-04;Villa María del Triunfo;2021-10-29;Plata
2586;Pastora Roca Benavente;F;1960-01-24;San Juan de Lurigancho;21/09/2023;Bronce
2587;Edu Juliá-Pizarro;M;10/08/1999;Barranco;23/12/2024;Oro
2588;Gloria Sastre Blanco;F;1963-05-02;San Borja;2025-12-18;Bronce
2589;Nilo Roig Clemente;M;1991-09-13;Santiago de Surco;19/06/2021;Bronce
2590;Clara Bejarano-Leon;F;19 de abril de 1959;San Juan de Lurigancho;20/09/2023;Bronce
2591;Oriana Perales Vidal;F;1974-01-02;Los Olivos;2024-11-30;Plata
2592;Candelas Hortensia Corral Molina;F;1982-07-13;Pueblo Libre;2022-01-18;Oro
2593;Fortunata Amo;F;18/01/2002;Villa María del Triunfo;2025-11-15;Plata
2594;Delia Angélica León Casanovas;F;1988-12-28;Surco;06/09/2021;Platino
2595;Bartolomé Ramírez-Batalla;M;1974-04-17;Santiago de Surco;19 de junio de 2025;Bronce
2596;Micaela Borrell Parejo;F;22 de agosto de 1962;Villa El Salvador;24 de noviembre de 2025;Bronce
2597;Roque Llano Coll;M;1971-08-10;Ate;10/07/2025;Oro
2598;Eli Agustín Cabañas;F;15/12/1955;San Isidro;2024-05-21;Oro
2599;Dan Pinedo;M;26 de julio de 1988;;2024-09-12;Oro
2600;Rosendo Casal Echevarría;M;19/01/2001;Magdalena;23/07/2023;Oro
2601;Pascuala Medina-Tovar;F;1976-12-23;;11/06/2024;Bronce
2602;Juan Luis Oller Luján;M;1971-02-12;San Borja;10/12/2025;Bronce
2603;Elba Cabeza-Asensio;F;23 de julio de 1993;Pueblo Libre;30/10/2022;Oro
2604;Federico Porras Escrivá;M;10/04/1976;;27/08/2024;Bronce
2605;Samuel Quevedo Tapia;M;2008-01-27;;23/10/2023;Bronce
2606;Belen Dora Agustí Vilanova;F;30/10/1963;Pueblo Libre;2024-04-21;Plata
2607;Nando Cases Clavero;M;1999-12-23;Villa María del Triunfo;2022-01-18;Bronce
2608;Loreto Lastra;M;1993-09-30;Barranco;2025-09-17;Oro
2609;Ágata Pellicer Ibañez;F;28/07/1977;San Isidro;2023-01-01;Bronce
2610;Hugo Patricio Seco España;M;18 de agosto de 1965;Miraflores;29/08/2022;Oro
2611;Felicidad del Vallés;F;1956-06-12;Ate;2023-09-29;Plata
2612;Emiliano Roman Viñas;M;9 de junio de 2000;Ate;18/03/2025;Plata
2613;Ezequiel Bonet Mayoral;M;29 de mayo de 1960;San Isidro;31/03/2023;Plata
2614;Regina Milla;F;1970-06-24;;5 de octubre de 2025;Bronce
2615;Maximiliano Bernad Benítez;M;31/03/2008;Chorrillos;2024-11-30;Plata
2616;Arturo Dalmau Barceló;M;01/10/1981;Chorrillos;2024-05-15;Plata
2617;Ramiro Macias Ureña;M;27/05/1967;San Juan de Lurigancho;27/08/2025;Plata
2618;Ibán Verdugo Cerezo;M;01/11/1982;Barranco;22 de enero de 2021;Bronce
2619;Leonor de Ramirez;F;06/07/2000;Ate;08/03/2024;Bronce
2620;Mario Falcón Aguilar;M;05/06/1959;Chorrillos;2024-12-27;Bronce
2621;Odalys Ochoa;F;1990-02-22;Chorrillos;2021-06-02;Plata
2622;Pepita Álvarez Arnal;F;17/01/1975;Callao;1 de agosto de 2022;Bronce
2623;Jacobo Cesar Zabaleta Gomila;M;16/09/2000;Magdalena;25 de enero de 2023;Oro
2624;Angelita Pedraza Cañellas;F;1982-09-12;Miraflores;25/01/2025;Plata
2625;Gabriel Azcona-Rocamora;M;15/02/1971;Miraflores;12/01/2025;Oro
2626;Fortunata de Perea;F;18/05/1994;San Miguel;3 de octubre de 2021;Oro
2627;Fortunato Iborra Carranza;M;2004-07-12;Surco;12/08/2025;Bronce
2628;Emperatriz Tomas Marin;F;1 de octubre de 1987;Villa El Salvador;5 de abril de 2023;Oro
2629;Clotilde Abril Prada;F;23/03/2000;Magdalena;2023-01-30;Plata
2630;Íñigo Mayol Villalba;M;1980-05-22;La Molina;19/01/2021;Oro
2631;Jordana Torrents Barceló;F;19/10/1981;Ate;08/11/2021;Oro
2632;Adelaida Seguí Moya;F;1959-10-31;San Miguel;18 de octubre de 2025;Bronce
2633;Galo Campo Adadia;M;18/11/1976;San Isidro;31/07/2022;Bronce
2634;Victor Estrada Quesada;M;2005-03-27;La Molina;2022-05-25;Plata
2635;Adelia Cadenas Rosa;F;1974-05-14;San Isidro;2021-03-21;Plata
2636;Chita de Ángel;F;05/12/1987;Villa El Salvador;2024-01-24;Bronce
2637;Ximena Corral-Reig;F;4 de agosto de 1958;Villa El Salvador;05/09/2024;Bronce
2638;Zaira Torrent Aguilar;F;1980-02-16;Lince;27/02/2025;Bronce
2639;Rebeca Ibáñez Gonzalo;F;12/03/1977;Santiago de Surco;22/01/2023;Plata
2640;Gertrudis del Martínez;F;1972-08-20;Chorrillos;6 de noviembre de 2022;Platino
2641;Iker Esparza Leon;M;23/03/1994;Comas;2022-08-13;Oro
2642;Isidoro Saavedra Cáceres;M;22/06/1960;Miraflores;23/03/2022;Bronce
2643;Felicidad Roura Adán;F;21/05/1967;Callao;28/01/2025;Bronce
2644;Verónica Fiol Cano;F;1998-02-20;Comas;2022-10-23;Bronce
2645;Erasmo Arjona Cañellas;M;1 de junio de 2000;Los Olivos;2022-02-19;Plata
2646;Humberto Muñoz;M;1960-02-08;Chorrillos;16/10/2022;Oro
2647;Candelaria Flor Tello;F;2 de agosto de 1980;San Miguel;24/10/2025;Bronce
2648;Azahara Robledo Torrijos;F;1961-05-30;Pueblo Libre;2024-06-11;Plata
2649;Jose Miguel Castejón-Morcillo;M;28/08/1984;Pueblo Libre;18 de junio de 2023;Oro
2650;Josué Porcel;M;2004-07-19;Santiago de Surco;2023-03-16;Oro
2651;Bartolomé Campos Almazán;M;1973-09-27;San Isidro;05/05/2021;Bronce
2652;Casemiro Núñez Vall;M;05/06/1960;Villa El Salvador;2 de agosto de 2022;Bronce
2653;Rodolfo Guzmán Azorin;M;1960-10-19;San Juan de Lurigancho;2025-10-08;Bronce
2654;Iker Aguiló Rovira;M;21/01/1994;San Miguel;2022-02-19;Plata
2655;Ema del Torre;F;06/09/2007;San Borja;28/09/2023;Platino
2656;Ricardo Romeu Huguet;M;2001-05-04;Villa María del Triunfo;16 de enero de 2023;Bronce
2657;Calista Pastora Vidal Estévez;F;1978-10-24;Chorrillos;25/05/2022;Bronce
2658;Elisa Cardona Lago;F;23/12/1977;Jesús María;2024-05-11;Oro
2659;Nazario Romeu Fiol;M;01/09/1984;Lince;2024-11-30;Plata
2660;Olalla de Vallés;F;1974-01-04;Villa El Salvador;14/03/2024;Platino
2661;Cipriano Ciríaco Comas Grande;M;04/09/1956;Jesús María;04/08/2022;Bronce
2662;Benigna Quero Arenas;F;14/04/1994;Magdalena;14 de marzo de 2023;Bronce
2663;Clemente Coll Roldan;M;2001-02-25;San Juan de Lurigancho;2022-05-29;Bronce
2664;María Manuela Flores Bou;F;1961-09-27;Ate;2024-09-26;Bronce
2665;Fortunata Ramón Zapata;F;1994-09-27;San Juan de Lurigancho;10/01/2025;Plata
2666;Pancho Guardia Girona;M;31/07/2004;San Miguel;06/01/2023;Bronce
2667;Ignacio Tello Barriga;M;9 de febrero de 1981;Santiago de Surco;11/05/2022;Bronce
2668;Inmaculada Aznar-Mayo;F;3 de noviembre de 1995;Chorrillos;27/11/2022;Oro
2669;Edelmira Parra Lozano;F;2 de diciembre de 1969;Lince;2025-07-20;Bronce
2670;Pelayo Ripoll Huerta;M;27/09/1995;Pueblo Libre;17/11/2023;Plata
2671;Visitación Asenjo Espada;F;16/05/1977;San Miguel;2022-03-14;Bronce
2672;Aarón Azorin Montoya;M;1986-03-17;San Miguel;2021-05-26;Oro
2673;Eloísa Suarez Losada;F;03/10/1992;;2022-03-01;Bronce
2674;Aureliano Ildefonso Esteban Iniesta;M;28/04/1989;Lince;11/01/2023;Oro
2675;Filomena del Mayo;F;1979-11-14;San Borja;2022-07-21;Bronce
2676;Atilio Alcalde Castillo;M;8 de febrero de 1968;Surco;9 de marzo de 2021;Bronce
2677;Geraldo Pardo Ángel;M;1959-08-16;Villa María del Triunfo;2025-11-23;Plata
2678;Gilberto Diego Llorente Gallo;M;30/12/1987;Los Olivos;2021-10-19;Bronce
2679;Gregorio Armando Camino Castrillo;M;25/07/1955;Chorrillos;20/02/2023;Bronce
2680;Azeneth Alondra Farré Ferrando;F;08/11/1964;Santiago de Surco;2021-01-01;Oro
2681;Óscar de Benavides;M;05/10/1956;San Borja;22/07/2021;Oro
2682;María Pilar Novoa-Mata;F;13/10/1972;San Juan de Lurigancho;08/08/2024;Bronce
2683;Ricardo de Corral;M;03/01/1967;La Molina;2022-08-10;Bronce
2684;Bernardo Feliu Ripoll;M;05/02/1985;Chorrillos;10/12/2022;Bronce
2685;Pelayo Iriarte-Olivera;M;19/04/1966;Pueblo Libre;2022-06-29;Bronce
2686;Jacobo Carpio Rubio;M;22 de noviembre de 2000;Lince;23 de mayo de 2025;Platino
2687;Jose Antonio Rius Zabaleta;M;1956-07-16;San Miguel;2023-05-17;Plata
2688;Ruperto Almeida-Diaz;M;13 de mayo de 1960;Comas;01/07/2023;Plata
2689;Eli Obdulia Castelló Manjón;F;1997-11-26;Magdalena;06/03/2022;Platino
2690;Lorenzo Barrera Falcón;M;1999-11-24;San Juan de Lurigancho;2022-10-22;Plata
2691;Leocadia Vilanova;F;1989-04-15;Callao;2023-07-12;Plata
2692;Caridad Río Vergara;F;1962-01-24;;2025-03-17;Bronce
2693;Lisandro Portero;M;11/10/1964;Barranco;8 de agosto de 2021;Bronce
2694;Marcio Llabrés;M;2005-02-17;Villa El Salvador;20 de junio de 2025;Plata
2695;Catalina Acevedo Cuesta;F;19/07/2000;Villa María del Triunfo;2022-04-10;Bronce
2696;Concha Martina Agullo Vilalta;F;1961-08-21;Los Olivos;29/01/2021;Bronce
2697;Lidia del Mateos;F;17/09/1965;Villa María del Triunfo;10/02/2025;Bronce
2698;Eusebio Ledesma Carrera;M;13/06/1976;Lince;27/10/2023;Bronce
2699;Consuelo Arroyo Gárate;F;1960-07-06;Villa María del Triunfo;2023-09-25;Plata
2700;Almudena Colomer Lobato;F;04/04/1969;Magdalena;19 de septiembre de 2021;Plata
2701;Elba Aznar Ibarra;F;3 de junio de 1994;Jesús María;2023-10-17;Bronce
2702;Luna Carmona Abella;F;1972-02-08;Lince;15 de abril de 2023;Bronce
2703;Maximiano Peinado Morata;M;2006-09-10;San Miguel;29/11/2023;Plata
2704;Patricio Laguna Cañellas;M;12/04/2004;Los Olivos;2022-01-30;Bronce
2705;Viviana Mariño;F;1984-10-14;Comas;23/04/2024;Plata
2706;Amparo Alarcón Pagès;F;26/09/1997;Pueblo Libre;2021-06-28;Oro
2707;Pío Losa Egea;M;26/12/1982;Lince;07/10/2024;Bronce
2708;Adán Camino Piña;M;1987-01-06;Pueblo Libre;2023-10-03;Oro
2709;Trinidad Fábregas Salamanca;M;23/09/1991;Comas;17 de septiembre de 2024;Oro
2710;Fermín Leiva Frías;M;1994-01-29;Surco;01/11/2025;Bronce
2711;Mayte Roxana Prats Cortés;F;1999-07-28;Surco;4 de agosto de 2021;Bronce
2712;Cristina del Pedrosa;F;31 de mayo de 1986;San Isidro;19/09/2022;Platino
2713;Virgilio Tello Bueno;M;1983-02-25;;2025-09-09;Bronce
2714;Cipriano del Esteban;M;31/12/1957;Miraflores;2022-11-19;Oro
2715;Ciríaco Trujillo Escribano;M;25 de enero de 1994;Surco;22/01/2022;Plata
2716;Agustín Menéndez Cánovas;M;1991-02-17;Chorrillos;2021-04-02;Bronce
2717;Salomé Prado Expósito;F;27/10/1987;Jesús María;12/01/2021;Bronce
2718;Bienvenida Bello Roldan;F;1970-03-14;Comas;2024-05-07;Plata
2719;Jenny Quevedo Cabrera;F;1960-07-29;San Isidro;03/06/2023;Bronce
2720;Bruno Albero-Cabo;M;02/10/1966;Santiago de Surco;03/02/2023;Plata
2721;Fátima Almansa;F;1984-07-16;;26/10/2022;Oro
2722;Sarita Alcalde Arranz;F;27 de noviembre de 1988;San Isidro;2022-04-26;Oro
2723;Diana Blanes Leal;F;1988-06-14;Miraflores;27/07/2022;Bronce
2724;Mauricio Alcalde Agustí;M;08/04/1971;Chorrillos;05/09/2024;Oro
2725;Kike Nevado Blázquez;M;17/12/1960;Ate;13/04/2022;Oro
2726;Buenaventura Tenorio Saldaña;M;1996-06-27;Callao;03/02/2022;Oro
2727;Fabio Mármol Tejero;M;16/12/2007;Los Olivos;11/03/2025;Plata
2728;Domingo Barba Lastra;M;21/02/1968;Chorrillos;2024-10-28;Oro
2729;Bernabé Almazán-Arribas;M;1964-07-01;Jesús María;2024-12-23;Plata
2730;Lalo Martin Calderon;M;1985-04-27;;21/12/2024;Bronce
2731;Vicenta Ribes-Cifuentes;F;24/11/1999;Pueblo Libre;10/11/2022;Platino
2732;Yago Gomez Amador;M;1982-01-09;San Borja;26 de septiembre de 2022;Bronce
2733;Ignacio Pol Colom;M;15/06/2001;Santiago de Surco;23 de agosto de 2021;Bronce
2734;Morena Madrid Gonzalez;F;2007-07-24;Miraflores;10 de julio de 2024;Oro
2735;Noelia Capdevila;F;1957-06-14;Jesús María;2025-04-22;Bronce
2736;Carla de Gomez;F;08/11/1986;Villa María del Triunfo;15/04/2021;Oro
2737;Elisabet Palau Benito;F;8 de agosto de 1978;Callao;22/05/2024;Plata
2738;Eva Azahara Palomo Blazquez;F;2002-11-07;Pueblo Libre;02/06/2024;Bronce
2739;María Del Carmen Corbacho Enríquez;F;10 de octubre de 1994;Jesús María;18/07/2023;Bronce
2740;Juan Manuel Nadal;M;15/08/1991;Ate;25/01/2025;Oro
2741;Cipriano Norberto Rodríguez Conesa;M;1 de diciembre de 1991;Comas;29/03/2021;Plata
2742;Mateo Madrid Olivé;M;1997-10-29;Los Olivos;08/10/2024;Platino
2743;Elpidio Valera Peinado;M;11/11/1987;San Juan de Lurigancho;11 de enero de 2021;Oro
2744;Santiago Benito Abril;M;1999-09-03;Callao;07/10/2022;Bronce
2745;Reyes Collado Montero;F;4 de agosto de 1992;Callao;02/10/2025;Bronce
2746;Gema Salom Tejera;F;18 de febrero de 1984;Callao;29/01/2024;Platino
2747;Aurelia Roma Lopez;F;05/07/1979;;2021-06-12;Plata
2748;Artemio Moraleda Castell;M;02/09/1971;Ate;10/01/2023;Bronce
2749;Raquel Plaza Osorio;F;1998-11-25;Villa María del Triunfo;2024-03-21;Oro
2750;Leocadia Rodrigo Teruel;F;5 de septiembre de 1969;San Juan de Lurigancho;2021-04-18;Oro
2751;Marcial Mínguez;M;18 de junio de 1998;La Molina;7 de noviembre de 2023;Plata
2752;Rosario Hoyos Piñol;F;19/02/2002;San Miguel;01/09/2023;Bronce
2753;Leonardo Valencia;M;05/06/1994;Villa El Salvador;11/06/2022;Plata
2754;Juanito Ugarte-Grau;M;2003-01-16;La Molina;2025-04-14;Plata
2755;Anna Robles;F;06/09/2002;San Juan de Lurigancho;2023-08-04;Oro
2756;Luis Gimenez-Bonet;M;15/07/1976;Comas;2022-02-25;Platino
2757;Gerardo Acedo Frutos;M;1969-05-04;La Molina;2023-06-13;Plata
2758;Fidela Sáez Cañellas;F;16/05/1963;San Miguel;21 de septiembre de 2021;Oro
2759;América Olmedo Paniagua;F;1996-07-14;Surco;27/04/2021;Platino
2760;Eugenio Seguí Cobos;M;7 de octubre de 1961;Chorrillos;9 de enero de 2025;Bronce
2761;Yago Robledo-Herrera;M;24/05/1998;Miraflores;14/07/2023;Bronce
2762;Severiano Gomez Barba;M;2007-12-03;Villa El Salvador;16/06/2021;Oro
2763;Azahara Clemente Pina;F;1981-07-15;;15/02/2022;Bronce
2764;Pablo Rodriguez Peral;M;1977-11-25;Magdalena;2025-03-22;Bronce
2765;Pascual Camino Benavent;M;15 de julio de 1976;Surco;2023-04-20;Bronce
2766;Socorro de Andrés;F;06/05/1968;Villa María del Triunfo;27/02/2021;Bronce
2767;Flavia Cid Bermúdez;F;17 de agosto de 1957;San Isidro;11 de septiembre de 2024;Bronce
2768;Antonio Alberola Rico;M;1990-05-27;Barranco;10 de enero de 2025;Bronce
2769;Ramona Esparza Soriano;F;06/04/2001;Lince;2024-02-14;Platino
2770;Pilar Álamo Marí;F;2004-11-12;Surco;23/04/2025;Plata
