id_cliente,nombre,segmento_programa,distrito,antiguedad_dias,frecuencia_compras,monto_acumulado,recencia_dias,abandono_historico,probabilidad_abandono,prediccion_abandono,nivel_riesgo,modelo_usado
386,Flor Madrid Benítez,Plata,Jesús María,1546,3.0,8709.01,20.0,0,0.4201,0,Medio,Random Forest
2652,Casemiro Núñez Vall,Bronce,Villa El Salvador,1246,10.0,22688.25,125.0,1,0.42,0,Medio,Random Forest
3523,Silvio Fito Cuervo Hierro,Bronce,San Isidro,509,9.0,10991.539999999999,95.0,1,0.4198,0,Medio,Random Forest
4237,Dionisio Segura Daza,Plata,Desconocido,650,2.0,3441.54,58.0,0,0.4197,0,Medio,Random Forest
549,Eligia Martín Gomila,Plata,Villa María Del Triunfo,1689,4.0,5650.14,65.0,0,0.4195,0,Medio,Random Forest
4067,Carlos Aguilera Lucena,Bronce,Magdalena,1059,4.0,3391.2799999999997,10.0,0,0.4194,0,Medio,Random Forest
617,Espiridión Guillén-Montaña,Platino,San Juan De Lurigancho,1585,3.0,2204.9,22.0,0,0.4194,0,Medio,Random Forest
4881,Amando Espada,Oro,Ate,137,5.0,12826.22,33.0,0,0.4188,0,Medio,Random Forest
786,Maura Segura Alegre,Bronce,Desconocido,830,9.0,206758.63,275.0,1,0.4182,0,Medio,Random Forest
1429,Domitila Mas Briones,Plata,Los Olivos,38,4.0,12873.68,18.0,0,0.4182,0,Medio,Random Forest
1341,Isaac Juan Francisco Menendez Olivera,Plata,La Molina,260,7.0,11183.76,224.0,1,0.418,0,Medio,Random Forest
4055,Candela De Julián,Bronce,Surco,1704,5.0,5789.35,13.0,0,0.4179,0,Medio,Random Forest
3602,Claudia Jaén Mariño,Platino,San Miguel,1114,5.0,9323.27,50.0,0,0.4173,0,Medio,Random Forest
3704,Macaria Cases Busquets,Bronce,Jesús María,569,11.0,8601.64,330.0,1,0.4169,0,Medio,Random Forest
4374,Pánfilo Mate-Gallego,Oro,Villa El Salvador,36,8.0,9988.1,258.0,1,0.4169,0,Medio,Random Forest
893,Julia Tormo Núñez,Platino,Villa María Del Triunfo,1614,3.0,1870.9599999999998,70.0,0,0.4168,0,Medio,Random Forest
1701,Débora Cordero,Oro,Lince,486,13.0,25062.94,138.0,1,0.4164,0,Medio,Random Forest
4614,Tomás Manso Vilalta,Plata,Miraflores,454,8.0,8986.43,381.0,1,0.4163,0,Medio,Random Forest
4786,Rodrigo Estévez-Amo,Platino,Jesús María,634,3.0,18421.64,26.0,0,0.4162,0,Medio,Random Forest
946,Guillermo Esteban-Peláez,Oro,Callao,385,6.0,7925.87,82.0,0,0.4161,0,Medio,Random Forest
3556,Esmeralda Fábregas Gomez,Bronce,Los Olivos,1661,12.0,25162.01,279.0,1,0.416,0,Medio,Random Forest
722,Efraín Girona Vicens,Bronce,Surco,1795,5.0,8595.810000000001,12.0,0,0.416,0,Medio,Random Forest
1368,Salomé Pizarro Alberola,Oro,Santiago De Surco,607,8.0,10362.95,365.0,1,0.4158,0,Medio,Random Forest
599,Luis Miguel Beltran Arrieta,Bronce,Miraflores,535,10.0,9685.09,397.0,1,0.4158,0,Medio,Random Forest
183,Cloe Del Jordán,Oro,Desconocido,1365,7.0,10897.92,333.0,1,0.4157,0,Medio,Random Forest
2715,Ciríaco Trujillo Escribano,Plata,Surco,1438,11.0,26407.41,239.0,1,0.4157,0,Medio,Random Forest
1392,Casemiro Sancho-Marqués,Bronce,Ate,1298,4.0,2457.51,39.0,0,0.4155,0,Medio,Random Forest
747,Benigno Gómez Mayoral,Platino,Barranco,504,8.0,20008.77,108.0,1,0.4154,0,Medio,Random Forest
2701,Elba Aznar Ibarra,Bronce,Jesús María,805,6.0,5785.15,441.0,1,0.4154,0,Medio,Random Forest
2982,Manuel Llorente Ávila,Bronce,Barranco,502,13.0,31925.79,303.0,1,0.4148,0,Medio,Random Forest
3593,María Jesús Crespo Morell,Plata,Miraflores,928,13.0,25605.8,103.0,1,0.4145,0,Medio,Random Forest
1424,Dan Garmendia Miranda,Bronce,Jesús María,1766,4.0,5475.09,70.0,0,0.4139,0,Medio,Random Forest
1403,Juan José Del Avilés,Plata,Los Olivos,527,3.0,8048.21,36.0,0,0.4137,0,Medio,Random Forest
2000,Paco Julián Velasco,Bronce,San Isidro,943,5.0,9598.86,32.0,0,0.4137,0,Medio,Random Forest
1673,Ángeles Sanchez Piña,Bronce,Villa El Salvador,505,8.0,13297.93,93.0,1,0.4135,0,Medio,Random Forest
792,Maura Mayoral,Bronce,Comas,1479,3.0,18311.34,67.0,0,0.4135,0,Medio,Random Forest
409,Silvia Zurita-Arellano,Plata,Jesús María,1682,5.0,7910.44,79.0,0,0.4134,0,Medio,Random Forest
2543,Emperatriz Cuervo,Bronce,Chorrillos,1629,8.0,14746.09,239.0,1,0.4134,0,Medio,Random Forest
300,Maximino Simó Matas,Plata,Magdalena,483,9.0,18232.62,156.0,1,0.4133,0,Medio,Random Forest
314,Saturnina Galan Garzón,Oro,Barranco,1352,11.0,22967.89,365.0,1,0.4127,0,Medio,Random Forest
3346,Visitación Azorin Cerro,Plata,Desconocido,817,6.0,8991.96,221.0,1,0.4125,0,Medio,Random Forest
2875,Alba Corral Perelló,Bronce,Chorrillos,923,10.0,18789.9,256.0,1,0.4124,0,Medio,Random Forest
3938,Venceslás Pelayo Bayón,Bronce,San Miguel,158,3.0,2905.84,73.0,0,0.4123,0,Medio,Random Forest
1888,Lucas Bayo-Cabeza,Plata,Lince,1818,48.0,90373.95,268.0,1,0.4122,0,Medio,Random Forest
1265,José Mari Juan Guardiola Doménech,Plata,Surco,990,4.0,3876.07,19.0,0,0.4122,0,Medio,Random Forest
3503,Lidia Poza Gomis,Oro,San Juan De Lurigancho,471,5.0,8504.380000000001,36.0,0,0.4115,0,Medio,Random Forest
1242,Dominga Tejada Guerrero,Plata,Miraflores,579,37.0,87224.57,296.0,1,0.4111,0,Medio,Random Forest
4624,Roxana Cid Calatayud,Plata,Villa El Salvador,1575,11.0,24885.7,285.0,1,0.4109,0,Medio,Random Forest
2464,Tere Valle Perelló,Platino,Barranco,372,5.0,9579.77,13.0,0,0.4105,0,Medio,Random Forest
223,Josué Uribe Río,Bronce,Surco,24,7.0,11541.06,337.0,1,0.4103,0,Medio,Random Forest
121,Mariana Encarna Ramis Abad,Bronce,Villa María Del Triunfo,495,7.0,6562.99,258.0,1,0.4103,0,Medio,Random Forest
4450,María Cristina Cabrera-Pareja,Plata,Lince,948,27.0,132085.23,256.0,1,0.4101,0,Medio,Random Forest
38,Felix Jose Ignacio Aliaga Caparrós,Bronce,San Miguel,55,2.0,2234.89,49.0,0,0.4099,0,Medio,Random Forest
2271,Anselmo Iborra,Plata,Desconocido,1460,7.0,15143.06,343.0,1,0.4098,0,Medio,Random Forest
4782,José Luis Seco-Araujo,Plata,Jesús María,1422,6.0,10705.18,278.0,1,0.4096,0,Medio,Random Forest
2010,Aristides Ribas Pedrero,Bronce,Ate,1405,5.0,6313.389999999999,2.0,0,0.409,0,Medio,Random Forest
543,Josué Soto,Plata,Callao,566,5.0,6809.41,10.0,0,0.4088,0,Medio,Random Forest
444,Raúl Alegre Palau,Oro,Magdalena,399,10.0,19466.68,297.0,1,0.4088,0,Medio,Random Forest
4740,Benigna Solsona Valcárcel,Oro,San Isidro,1253,4.0,7883.860000000001,3.0,0,0.4085,0,Medio,Random Forest
4183,Manola Belda,Bronce,Miraflores,313,10.0,15489.78,151.0,1,0.4084,0,Medio,Random Forest
520,Valero Lamas Paz,Bronce,San Borja,1575,6.0,10541.54,12.0,0,0.4078,0,Medio,Random Forest
4319,Rico Ferrándiz Buendía,Plata,Magdalena,1697,3.0,10140.77,36.0,0,0.407,0,Medio,Random Forest
3117,Maite Murcia Barrios,Oro,Santiago De Surco,1302,8.0,13436.14,391.0,1,0.4067,0,Medio,Random Forest
1650,Rosalva Miguel-Baena,Plata,San Juan De Lurigancho,32,14.0,15758.06,270.0,1,0.4063,0,Medio,Random Forest
4014,Jacinto Pelayo Rincón,Bronce,San Isidro,1719,11.0,14438.7,286.0,1,0.406,0,Medio,Random Forest
3391,Efraín Sabater Lamas,Plata,Pueblo Libre,417,6.0,12452.59,179.0,1,0.4057,0,Medio,Random Forest
1770,Emilio De Roman,Bronce,Magdalena,166,6.0,7749.210000000001,2.0,0,0.4055,0,Medio,Random Forest
1086,Aníbal Segovia Saldaña,Bronce,Lince,620,7.0,18341.09,283.0,1,0.4055,0,Medio,Random Forest
4258,Eloy Pazos Juan,Plata,San Juan De Lurigancho,1801,2.0,499.09,26.0,0,0.4052,0,Medio,Random Forest
556,Nacio Del Tello,Plata,Surco,958,6.0,10470.660000000002,41.0,0,0.4049,0,Medio,Random Forest
542,Nuria Frías,Bronce,Desconocido,566,8.0,19568.18,221.0,1,0.4048,0,Medio,Random Forest
3427,Nayara Del Silva,Bronce,San Isidro,375,5.0,7602.2699999999995,18.0,0,0.4048,0,Medio,Random Forest
1370,Duilio De Flor,Bronce,Lince,99,7.0,16000.25,40.0,0,0.4046,0,Medio,Random Forest
4668,Milagros Clavero-Galvez,Plata,Lince,1208,5.0,8506.43,33.0,0,0.4045,0,Medio,Random Forest
4681,Severo Sastre Borrás,Plata,Santiago De Surco,538,10.0,13434.28,282.0,1,0.4042,0,Medio,Random Forest
4496,Chus Del Tapia,Bronce,San Isidro,775,4.0,3460.27,10.0,0,0.404,0,Medio,Random Forest
4841,Eufemia Velázquez Ribes,Plata,Ate,915,5.0,9116.76,18.0,0,0.4039,0,Medio,Random Forest
4381,Zacarías Espejo Aguilera,Platino,Lince,293,2.0,352.82000000000005,55.0,0,0.4039,0,Medio,Random Forest
3603,Albano Montserrat Roma,Plata,San Juan De Lurigancho,45,22.0,47955.84,358.0,1,0.4039,0,Medio,Random Forest
3928,Ofelia Díez Manjón,Plata,Pueblo Libre,1178,5.0,6717.35,16.0,0,0.4035,0,Medio,Random Forest
29,Calista Cuesta Roca,Bronce,Ate,1452,6.0,10294.02,254.0,1,0.4033,0,Medio,Random Forest
2333,Marisa Quero Arce,Bronce,Villa María Del Triunfo,1459,5.0,9469.74,53.0,0,0.4031,0,Medio,Random Forest
4851,Micaela Gras Guerra,Bronce,Jesús María,986,7.0,11838.17,285.0,1,0.4027,0,Medio,Random Forest
4514,Jovita Hernando Mínguez,Oro,San Juan De Lurigancho,1253,7.0,28718.33,399.0,1,0.4023,0,Medio,Random Forest
2070,Cornelio Tovar-Salinas,Plata,Los Olivos,1794,19.0,37143.97,267.0,1,0.4017,0,Medio,Random Forest
614,Ale Jacinto Atienza Hierro,Bronce,Comas,692,10.0,25631.86,255.0,1,0.4012,0,Medio,Random Forest
4960,Corona Castillo,Plata,Pueblo Libre,224,9.0,24498.6,116.0,1,0.4008,0,Medio,Random Forest
2945,Susana De Pereira,Plata,Los Olivos,1807,9.0,20785.58,371.0,1,0.4001,0,Medio,Random Forest
2495,Custodia Judith Toro Cabrero,Plata,Chorrillos,1438,5.0,12364.7,0.0,0,0.4,0,Medio,Random Forest
4733,Felisa Donoso Francisco,Bronce,Santiago De Surco,1730,20.0,431239.57999999996,291.0,1,0.3999,0,Bajo,Random Forest
3282,Salvador Cuéllar Pereira,Platino,Los Olivos,1681,14.0,18147.29,185.0,1,0.3999,0,Bajo,Random Forest
3580,Dulce Ibarra Nogueira,Bronce,Villa María Del Triunfo,897,5.0,9568.29,70.0,0,0.3998,0,Bajo,Random Forest
2933,Amador Uribe Valenzuela,Bronce,San Miguel,586,6.0,11127.039999999999,51.0,0,0.3994,0,Bajo,Random Forest
439,Marianela Riera Exposito,Bronce,Desconocido,1299,6.0,7581.08,365.0,1,0.3994,0,Bajo,Random Forest
2594,Delia Angélica León Casanovas,Platino,Surco,1576,2.0,3460.94,17.0,0,0.3992,0,Bajo,Random Forest
2706,Amparo Alarcón Pagès,Oro,Pueblo Libre,1646,6.0,8454.39,197.0,1,0.399,0,Bajo,Random Forest
1107,Jose Antonio Óscar Verdugo Elorza,Bronce,Desconocido,304,3.0,15453.44,76.0,0,0.399,0,Bajo,Random Forest
2380,María Del Carmen Menéndez Franco,Platino,San Isidro,1397,1.0,47.7,8.0,0,0.3989,0,Bajo,Random Forest
696,Noa Pintor Doménech,Plata,Jesús María,408,8.0,21419.26,363.0,1,0.3988,0,Bajo,Random Forest
2823,Trinidad Sevilla,Oro,Pueblo Libre,1415,12.0,27540.22,103.0,1,0.3986,0,Bajo,Random Forest
2671,Visitación Asenjo Espada,Bronce,San Miguel,1387,4.0,2780.86,17.0,0,0.3982,0,Bajo,Random Forest
3512,Lucho Pío Rebollo Alsina,Oro,Callao,1725,14.0,23827.86,362.0,1,0.3981,0,Bajo,Random Forest
1814,Gabriel Luís Sarmiento,Bronce,Villa María Del Triunfo,1590,6.0,10524.92,97.0,1,0.398,0,Bajo,Random Forest
1356,Ema Cano Sarabia,Oro,Desconocido,998,10.0,38003.630000000005,230.0,1,0.3978,0,Bajo,Random Forest
4063,Chus Araujo Gallardo,Platino,Santiago De Surco,133,3.0,3099.9400000000005,9.0,0,0.3977,0,Bajo,Random Forest
2733,Ignacio Pol Colom,Bronce,Santiago De Surco,1590,4.0,6244.22,33.0,0,0.3973,0,Bajo,Random Forest
936,Fito Fuertes Falcón,Plata,Ate,1025,6.0,13025.470000000001,284.0,1,0.3972,0,Bajo,Random Forest
831,Juan Jove-Diaz,Plata,Lince,453,5.0,6738.15,27.0,0,0.3972,0,Bajo,Random Forest
2196,Jaime Vinicio Nebot Pi,Oro,Barranco,1235,2.0,6095.24,48.0,0,0.3971,0,Bajo,Random Forest
2654,Iker Aguiló Rovira,Plata,San Miguel,1410,4.0,8340.55,62.0,0,0.397,0,Bajo,Random Forest
1646,Marisa Tirado Bernal,Plata,Desconocido,1361,2.0,2167.31,79.0,0,0.397,0,Bajo,Random Forest
775,Laura Cisneros,Bronce,Desconocido,1456,8.0,19798.82,255.0,1,0.3966,0,Bajo,Random Forest
3230,Emilio Miralles-Cabezas,Plata,Santiago De Surco,1186,6.0,20743.5,70.0,0,0.3962,0,Bajo,Random Forest
694,Esteban Riba Pons,Platino,San Miguel,111,5.0,4581.74,14.0,0,0.3958,0,Bajo,Random Forest
1984,Emigdio Sabater Real,Oro,Ate,216,7.0,14729.960000000001,152.0,1,0.3952,0,Bajo,Random Forest
78,Fausto De Agustí,Bronce,Barranco,1257,7.0,13901.63,516.0,1,0.395,0,Bajo,Random Forest
2566,Régulo Escrivá Plana,Bronce,Magdalena,1632,10.0,13660.140000000001,158.0,1,0.3941,0,Bajo,Random Forest
3817,Asdrubal Domingo Abellán,Bronce,Surco,45,4.0,1773.98,45.0,0,0.3941,0,Bajo,Random Forest
4465,Paz Vergara Gómez,Plata,Los Olivos,868,8.0,30582.24,286.0,1,0.3939,0,Bajo,Random Forest
2656,Ricardo Romeu Huguet,Bronce,Villa María Del Triunfo,1079,7.0,17615.89,155.0,1,0.3939,0,Bajo,Random Forest
4218,Georgina Acero-Batlle,Plata,San Miguel,614,9.0,16721.91,375.0,1,0.3939,0,Bajo,Random Forest
2889,Perlita Castrillo Santiago,Plata,San Borja,38,3.0,6493.360000000001,18.0,0,0.3939,0,Bajo,Random Forest
2285,Martin Reig Guijarro,Bronce,Comas,1326,4.0,9670.97,38.0,0,0.3935,0,Bajo,Random Forest
2153,Nadia Corbacho Barco,Plata,Callao,863,14.0,55240.3,251.0,1,0.3935,0,Bajo,Random Forest
3521,Octavio Salcedo Herranz,Bronce,Jesús María,1176,4.0,7170.99,32.0,0,0.3934,0,Bajo,Random Forest
3995,Aitana Chaparro,Plata,Villa María Del Triunfo,1128,7.0,5940.32,182.0,1,0.3934,0,Bajo,Random Forest
4213,María Belén Navas España,Bronce,Chorrillos,1252,11.0,16068.06,93.0,1,0.3933,0,Bajo,Random Forest
1147,Nayara Oliva Salinas,Plata,Desconocido,742,12.0,22424.44,488.0,1,0.3933,0,Bajo,Random Forest
4297,Donato Cisneros,Bronce,San Miguel,1116,3.0,5479.91,35.0,0,0.393,0,Bajo,Random Forest
1665,Primitiva Del Piñol,Plata,Comas,493,5.0,17957.63,66.0,0,0.3928,0,Bajo,Random Forest
1640,Íngrid Imelda Escolano Santos,Oro,Los Olivos,211,18.0,29848.8,372.0,1,0.3923,0,Bajo,Random Forest
2086,Perla Sevillano Escobar,Bronce,Magdalena,1605,7.0,13688.44,38.0,0,0.3923,0,Bajo,Random Forest
2063,Dominga Enríquez,Bronce,Desconocido,1203,3.0,5422.02,71.0,0,0.3921,0,Bajo,Random Forest
3843,Jose Ramón Madrigal Ballesteros,Plata,La Molina,531,4.0,9591.44,10.0,0,0.3919,0,Bajo,Random Forest
2689,Eli Obdulia Castelló Manjón,Platino,Magdalena,1395,4.0,5136.37,80.0,0,0.3917,0,Bajo,Random Forest
1161,Samanta Corona Jordán Ramón,Bronce,Callao,756,8.0,18233.42,193.0,1,0.3914,0,Bajo,Random Forest
2869,Tiburcio Soria Casanova,Bronce,San Miguel,191,16.0,22702.45,258.0,1,0.391,0,Bajo,Random Forest
460,Ildefonso Escribano Marin,Bronce,Villa María Del Triunfo,554,7.0,10031.01,350.0,1,0.3909,0,Bajo,Random Forest
4913,Eligia Matas Guzman,Platino,Desconocido,1372,10.0,27280.38,163.0,1,0.3909,0,Bajo,Random Forest
76,Clara Miralles Gómez,Bronce,Desconocido,1754,3.0,10788.94,89.0,0,0.3908,0,Bajo,Random Forest
179,Tamara Higueras Bolaños,Plata,Comas,835,6.0,15208.880000000001,218.0,1,0.3905,0,Bajo,Random Forest
3793,Ainoa Sanabria Barceló,Plata,Jesús María,583,4.0,10056.44,8.0,0,0.3903,0,Bajo,Random Forest
1581,Porfirio Arce Segovia,Plata,Ate,1628,11.0,26776.14,127.0,1,0.39,0,Bajo,Random Forest
4206,Claudio Félix Medina Feliu,Oro,Pueblo Libre,576,6.0,6267.37,22.0,0,0.3899,0,Bajo,Random Forest
1552,Verónica Guerrero Manrique,Platino,Magdalena,494,6.0,16377.03,23.0,0,0.3899,0,Bajo,Random Forest
2316,Aitor Echeverría Juárez,Bronce,Villa María Del Triunfo,1235,9.0,14609.24,381.0,1,0.3895,0,Bajo,Random Forest
1926,Narciso Mateo-Córdoba,Plata,Comas,907,6.0,15055.18,0.0,0,0.389,0,Bajo,Random Forest
558,Baltasar Heras Herrera,Oro,Barranco,1245,6.0,11171.970000000001,73.0,0,0.389,0,Bajo,Random Forest
4944,Eric Godofredo Castells Alemany,Plata,Jesús María,1634,4.0,9172.06,74.0,0,0.3888,0,Bajo,Random Forest
1829,Gracia Giménez Salmerón,Oro,Miraflores,23,5.0,10245.38,33.0,0,0.3886,0,Bajo,Random Forest
2141,Isabel Ricart Agudo,Bronce,Desconocido,431,9.0,27191.79,250.0,1,0.388,0,Bajo,Random Forest
3755,Pánfilo Saura Izaguirre,Bronce,Santiago De Surco,1678,8.0,22255.61,11.0,0,0.3878,0,Bajo,Random Forest
24,Nacio Valera Priego,Plata,Los Olivos,1590,11.0,22580.71,269.0,1,0.3876,0,Bajo,Random Forest
1273,Carmelita Ramírez Velasco,Plata,Santiago De Surco,1629,6.0,8782.65,2.0,0,0.3875,0,Bajo,Random Forest
2480,Leyre Piñeiro Mena,Oro,Santiago De Surco,907,2.0,12850.22,61.0,0,0.3873,0,Bajo,Random Forest
2775,Nieves Santos,Plata,Chorrillos,1397,7.0,11554.39,8.0,0,0.3868,0,Bajo,Random Forest
3328,Caridad Zamora Sáez,Bronce,Santiago De Surco,1174,9.0,23129.69,240.0,1,0.3864,0,Bajo,Random Forest
4647,Maristela Chaparro Ramón,Oro,San Borja,561,10.0,21866.65,147.0,1,0.386,0,Bajo,Random Forest
124,Ismael De Vicente,Plata,San Borja,1430,4.0,8343.7,16.0,0,0.386,0,Bajo,Random Forest
941,Eugenio Tenorio Flores,Oro,Callao,546,5.0,70650.3,11.0,0,0.386,0,Bajo,Random Forest
149,Gabriel Martín Porta,Platino,Callao,1419,10.0,17752.41,240.0,1,0.3853,0,Bajo,Random Forest
4095,Pascual Tena Barroso,Oro,Pueblo Libre,1576,8.0,17517.04,257.0,1,0.3847,0,Bajo,Random Forest
925,Celso Riba,Bronce,Villa El Salvador,1746,6.0,9935.04,10.0,0,0.3844,0,Bajo,Random Forest
1542,Felix Pedrosa Pinilla,Bronce,Jesús María,441,14.0,48092.22,289.0,1,0.3841,0,Bajo,Random Forest
4715,Eva María Sandra Amigó Asensio,Plata,Ate,1023,18.0,50985.84,122.0,1,0.3837,0,Bajo,Random Forest
2309,Heraclio Espinosa Agudo,Bronce,Miraflores,1192,4.0,7727.35,15.0,0,0.3835,0,Bajo,Random Forest
3916,Inocencio Escribano-Salazar,Bronce,Callao,271,4.0,17058.730000000003,6.0,0,0.3832,0,Bajo,Random Forest
181,Lucas Del Navarrete,Plata,Los Olivos,483,5.0,15343.03,12.0,0,0.3831,0,Bajo,Random Forest
4380,Benita Del Roca,Plata,San Miguel,754,7.0,16461.739999999998,401.0,1,0.3825,0,Bajo,Random Forest
908,Plinio Elías Morales,Plata,San Borja,348,6.0,10285.32,2.0,0,0.3824,0,Bajo,Random Forest
634,Rosaura Gaya Tello,Oro,Magdalena,359,3.0,2808.53,79.0,0,0.3823,0,Bajo,Random Forest
368,Tere Millán Román,Bronce,Villa El Salvador,381,7.0,10590.82,12.0,0,0.3821,0,Bajo,Random Forest
1219,Juliana Tejero Tello,Plata,Surco,961,7.0,19067.48,393.0,1,0.382,0,Bajo,Random Forest
2870,Régulo Simó Rey,Plata,Villa María Del Triunfo,128,6.0,11525.12,37.0,0,0.3819,0,Bajo,Random Forest
2148,Régulo Pardo-Andreu,Plata,Ate,789,7.0,19820.78,75.0,0,0.3816,0,Bajo,Random Forest
1494,Balduino Catalá Esteban,Oro,Magdalena,1398,4.0,5871.5199999999995,12.0,0,0.3816,0,Bajo,Random Forest
3920,Guiomar Moliner Solís,Plata,Los Olivos,224,4.0,8971.779999999999,34.0,0,0.3814,0,Bajo,Random Forest
2599,Dan Pinedo,Oro,Desconocido,474,6.0,10223.27,3.0,0,0.3814,0,Bajo,Random Forest
3335,Áurea Fernández Llobet,Bronce,Villa El Salvador,1665,5.0,5888.12,50.0,0,0.3809,0,Bajo,Random Forest
4567,Roldán Amador Anglada,Plata,Surco,664,5.0,3030.89,23.0,0,0.3809,0,Bajo,Random Forest
4721,Amador Pedrosa Giménez,Bronce,Santiago De Surco,542,13.0,19205.32,254.0,1,0.3807,0,Bajo,Random Forest
1727,Azeneth Cervantes Montoya,Bronce,Pueblo Libre,1458,4.0,7568.89,34.0,0,0.3803,0,Bajo,Random Forest
3454,Efraín Conrado Villa Sanz,Bronce,Pueblo Libre,1586,33.0,744317.97,256.0,1,0.3802,0,Bajo,Random Forest
4366,Hortensia Gutierrez,Platino,Pueblo Libre,1466,7.0,9707.49,65.0,0,0.3801,0,Bajo,Random Forest
263,Osvaldo Heliodoro Bernat Moya,Platino,Desconocido,1568,4.0,2998.82,12.0,0,0.3793,0,Bajo,Random Forest
4482,Jacinto Cobos Colom,Bronce,Desconocido,274,6.0,8515.28,4.0,0,0.3788,0,Bajo,Random Forest
2658,Elisa Cardona Lago,Oro,Jesús María,598,6.0,5709.8099999999995,150.0,1,0.3785,0,Bajo,Random Forest
2874,Vinicio Ribera Antúnez,Platino,San Isidro,126,9.0,20920.63,105.0,1,0.3782,0,Bajo,Random Forest
3571,Clímaco Tejera Carnero,Oro,Surco,718,7.0,8728.449999999999,58.0,0,0.3781,0,Bajo,Random Forest
652,Miguela Barral-Zamora,Bronce,Jesús María,631,6.0,9142.13,4.0,0,0.378,0,Bajo,Random Forest
1037,Espiridión Sarmiento Viña,Oro,Ate,1722,4.0,2160.3900000000003,1.0,0,0.3778,0,Bajo,Random Forest
3749,Nicodemo Pedro Robles Prada,Bronce,San Miguel,1727,10.0,15573.4,347.0,1,0.3776,0,Bajo,Random Forest
1367,José Escudero-Fernandez,Bronce,Surco,1575,8.0,14001.07,373.0,1,0.3775,0,Bajo,Random Forest
1879,Agapito Tomé Rosado,Plata,Villa El Salvador,772,8.0,9173.75,2.0,0,0.3773,0,Bajo,Random Forest
750,Fátima Ileana Estevez Torrecilla,Plata,San Miguel,842,6.0,18531.54,29.0,0,0.3771,0,Bajo,Random Forest
2932,Ruth Montero Figuerola,Bronce,Callao,200,15.0,19076.13,224.0,1,0.377,0,Bajo,Random Forest
1569,Florina Daza Porras,Oro,Ate,1399,4.0,3878.03,67.0,0,0.377,0,Bajo,Random Forest
4263,Pablo Leonel Ayllón Ibáñez,Platino,Desconocido,266,3.0,2268.93,23.0,0,0.377,0,Bajo,Random Forest
2262,Celia Alvarado Iriarte,Oro,San Isidro,1816,16.0,37286.75,266.0,1,0.3767,0,Bajo,Random Forest
420,Aroa Villalobos-Casanovas,Plata,Villa El Salvador,1551,5.0,18482.42,70.0,0,0.3767,0,Bajo,Random Forest
1541,Fernanda Íngrid Araujo Buendía,Plata,Lince,1143,4.0,12505.35,15.0,0,0.3764,0,Bajo,Random Forest
265,Alicia Bayona-Guitart,Bronce,Villa María Del Triunfo,198,8.0,11953.52,280.0,1,0.3761,0,Bajo,Random Forest
1524,Cebrián Gonzalo Pintor Arranz,Bronce,Magdalena,768,5.0,13102.54,1.0,0,0.3759,0,Bajo,Random Forest
3999,Adriana Posada Sureda,Oro,Desconocido,1480,9.0,24538.760000000002,382.0,1,0.3756,0,Bajo,Random Forest
4885,Fermín Espada Duque,Bronce,Villa El Salvador,511,10.0,19075.48,364.0,1,0.3756,0,Bajo,Random Forest
4057,Milagros Gomis Tejero,Bronce,San Borja,179,43.0,81712.6,290.0,1,0.3755,0,Bajo,Random Forest
1250,Mamen Tolosa,Plata,Santiago De Surco,586,5.0,15962.609999999999,32.0,0,0.3754,0,Bajo,Random Forest
2087,Tadeo Pozo Arrieta,Platino,Santiago De Surco,1148,4.0,14793.82,34.0,0,0.3754,0,Bajo,Random Forest
3013,Valentín Sancho Águila,Plata,Ate,1164,5.0,19259.870000000003,33.0,0,0.3754,0,Bajo,Random Forest
4888,Angelita Micaela Mateo Guzman,Bronce,Comas,641,5.0,9808.33,20.0,0,0.3751,0,Bajo,Random Forest
2184,Tomás Ángel-Carranza,Plata,Chorrillos,1685,3.0,11548.279999999999,22.0,0,0.3745,0,Bajo,Random Forest
2099,Tecla Amor Gallart,Oro,Miraflores,1413,4.0,4708.6900000000005,8.0,0,0.3744,0,Bajo,Random Forest
3366,María Fernanda Del Trujillo,Plata,San Isidro,544,6.0,14279.480000000001,42.0,0,0.3727,0,Bajo,Random Forest
789,Valero Matas Cuenca,Platino,Barranco,110,6.0,14406.59,63.0,0,0.3724,0,Bajo,Random Forest
216,Pascual Santiago Belda,Bronce,San Borja,1545,10.0,26554.32,262.0,1,0.3724,0,Bajo,Random Forest
814,Merche De Álvarez,Plata,Pueblo Libre,1325,8.0,10656.71,100.0,1,0.3722,0,Bajo,Random Forest
3838,Borja Samper Figuerola,Oro,Comas,676,4.0,10232.94,23.0,0,0.3721,0,Bajo,Random Forest
2872,Lilia Luque Leal,Oro,Comas,1645,7.0,9884.57,58.0,0,0.372,0,Bajo,Random Forest
3025,Seve Casal Baena,Oro,Villa El Salvador,977,8.0,23975.420000000002,380.0,1,0.3714,0,Bajo,Random Forest
2645,Erasmo Arjona Cañellas,Plata,Los Olivos,1410,3.0,3532.9900000000002,27.0,0,0.3714,0,Bajo,Random Forest
4616,Pío Canales Pedrosa,Oro,Villa El Salvador,1063,6.0,12148.23,24.0,0,0.3711,0,Bajo,Random Forest
2434,Reynaldo Vidal Casanova Mendizábal,Bronce,Chorrillos,1799,3.0,3433.6000000000004,9.0,0,0.371,0,Bajo,Random Forest
3756,Sebastián Núñez Ortuño,Bronce,San Miguel,667,10.0,9734.22,273.0,1,0.371,0,Bajo,Random Forest
